unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.
138,The Water Lily Pond,3,"Content, joyful.",2 - Disagree,4 - Agree,3 - Neutral/Unsure,2 - Disagree,1,3,10000,Living room,"Friends,Family members,Coworkers/Classmates","Spring,Summer",Orange juice.,Frog croak.
139,The Persistence of Memory,6,This painting conveys a sad feeling since the colour palate is mostly dark. It feels as if it is trying to convey the idea that time is running out. ,4 - Agree,2 - Disagree,3 - Neutral/Unsure,2 - Disagree,5,5,10,Office,"Strangers,By yourself",Fall,poutine,I think it would be a calm but deep melody. 
139,The Starry Night,7,This painting makes me feel calm but a bit anxious at the same time since the swirls look like wind (perhaps a storm is coming).,4 - Agree,2 - Disagree,4 - Agree,4 - Agree,3,3,200,"Bathroom,Living room","Friends,Family members",Winter,Squid ink pasta,It would be a deeper tone but sometime fast and sometimes slow
139,The Water Lily Pond,3,It makes me feel relaxed and happy!,1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,4,1,50,"Bedroom,Living room",Friends,Spring,salad,"It would be very light lone, easy going melody that flows well!"
140,The Persistence of Memory,8,"This painting makes me feel somber and reflective, prompting me to reminisce about the passage of time. It brings to mind the past, present, and future, along with the thoughts and emotions tied to each passing moment.",5 - Strongly agree,2 - Disagree,3 - Neutral/Unsure,3 - Neutral/Unsure,9,9,$200,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Fall,Winter",Cheeseburger,"The soundtrack would flow at a slow to medium pace, featuring a smooth, nostalgic melody. I imagine it would include subtle percussion instruments, like a lead piano and the occasional jingle of a triangle."
140,The Starry Night,7,"This painting makes me feel solemn and calm, as though I am sharing the beautiful view with only my thoughts. It feels as if I am gazing at the world below, experiencing a quiet moment of peace with myself.",4 - Agree,4 - Agree,4 - Agree,1 - Strongly disagree,4,13,$70,"Bedroom,Office,Living room","Friends,Family members,Coworkers/Classmates,By yourself",Winter,Cream Puff,"I imagine the soundtrack having a peaceful, soothing melody, with subtle changes in tempo as the music progresses. I envision a blend of percussion and string instruments, harmonized to create a gentle, whimsical tone."
140,The Water Lily Pond,5,"This painting fills me with joy, its bright, warm colors creating an immersive view. I feel encapsulated by the sun’s rays, experiencing a peaceful moment of bliss within a wonderland.",2 - Disagree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,7,5,$50,"Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Spring,Strawberry,"I imagine the soundtrack having a blissful, adventurous melody, like the feeling of skipping through a field without a care in the world. I envision the music featuring woodwind instruments blended with light percussion."
141,The Persistence of Memory,8,"abnormal, suffocating, effortless, lifeless",5 - Strongly agree,1 - Strongly disagree,2 - Disagree,5 - Strongly agree,8,9,"10,000,000","Bedroom,Bathroom",Family members,"Fall,Winter",coffee bread,"slow and rumbling, resembling a growl"
141,The Starry Night,6,"dazed, turmoil, nostalgic",4 - Agree,2 - Disagree,3 - Neutral/Unsure,3 - Neutral/Unsure,6,4,"1,000,000,000","Bedroom,Living room","Family members,Strangers",Fall,porridge,"A symphonic piece with a deep bass in the back and a fluid, rolling melody by violin in the front."
141,The Water Lily Pond,5,"peaceful, bright, fragrant, calm",2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,4,5,"1,000,000,000","Living room,Dining room","Friends,Family members","Spring,Summer",Assorted fruit,"a peaceful, delightful melody by wind chimes"
142,The Persistence of Memory,8,This painting makes me feel introspective and it makes me think about how I spend my time.,4 - Agree,3 - Neutral/Unsure,3 - Neutral/Unsure,2 - Disagree,5,5,7000,Living room,"Family members,By yourself",Winter,Loaf of bread,A sombre and slow track characterized by piano and violins.
142,The Starry Night,4,"It makes me feel happy, and calm.",2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,4,2,250000,Office,"Friends,Family members,By yourself",Summer,It would be pizza,The soundtrack that best represents this painting is a more upbeat song played by piano.
142,The Water Lily Pond,4,This painting makes me feel happy and curious about nature.,2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,3,2,25000,Bedroom,"Friends,Family members,By yourself",Summer,It would be a salad with leafy greens and tomatoes,This painting would be a slower jazz song.
143,The Persistence of Memory,8,As if time is running out,4 - Agree,2 - Disagree,2 - Disagree,4 - Agree,5,7,20,Office,"Friends,By yourself",Winter,Steak,tick tok tick tok
143,The Starry Night,9,it makes me feel excited yet calm,2 - Disagree,4 - Agree,4 - Agree,1 - Strongly disagree,3,4,30,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Summer,Winter",Warm soup,"Crisp, light notes with calming strings"
143,The Water Lily Pond,10,"slightly excited, warm, and whimsical",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,3,50,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Matcha latte with strawberry puree,"Calm strings paired with light piano, very consistent and reminiscent of a Studio Ghibli soundtrack."
144,The Persistence of Memory,8,"sloppy, feels kind of lazy due to melting clock.

but yet further away having strong contrast to cool color and solid structure of hill, is contradiction making the emotion strong.",4 - Agree,2 - Disagree,3 - Neutral/Unsure,3 - Neutral/Unsure,2,3,100$? nice intuition and ideas but not striking nor detailed.,Bathroom,By yourself,Summer,"bread, surface is hard inside is soft that kind of bread.","like somewhere in Arizona, hot and wind blowing sound."
144,The Starry Night,7,"ill and peaceful,  I know he's a great artist but I don't get it, especially his abstract pieces felt like 8 year old painting?",4 - Agree,2 - Disagree,4 - Agree,4 - Agree,2,2,"1000000$? only that is actual painting and I can resell it, not that I have that much money.","Bedroom,Living room","Strangers,By yourself",Winter,blueberry,snowing wind blowing sound at cold night.
144,The Water Lily Pond,4,"calm, enjoy",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,2 - Disagree,1,1,"1000$ detailed, great skill showing and beautiful. but I dont spend my money on art tho.","Office,Living room","Friends,Family members,By yourself",Spring,spinach.,liquid flowing and bird.
145,The Persistence of Memory,5,The painting invokes a sense of serenity and general peace,4 - Agree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,8,3,50,Office,By yourself,Fall,Chestnuts,"It would be an acoustic, peaceful, lullaby-like song"
145,The Starry Night,7,Hopeful,2 - Disagree,4 - Agree,4 - Agree,1 - Strongly disagree,5,3,1000,Bedroom,By yourself,Summer,Bruschetta,Acoustic yet upbeat
145,The Water Lily Pond,4,Content,2 - Disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,9,4,700,Dining room,By yourself,Spring,Tacos,Grandiose yet soothing
146,The Persistence of Memory,3,"Contemplative, I feel very observant to find all the details in this painting. ",3 - Neutral/Unsure,4 - Agree,5 - Strongly agree,4 - Agree,6,6,5,"Bathroom,Living room,Dining room","Friends,Strangers,By yourself",Fall,pancake,"somewhat soft, calm, very contemplative sort of piano."
146,The Starry Night,7,"somber, gloomy",5 - Strongly agree,2 - Disagree,3 - Neutral/Unsure,4 - Agree,7,4,20,"Bedroom,Bathroom,Office","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,blueberries,"something very sharp, like violins. very gloomy sort of soundtrack. "
146,The Water Lily Pond,6,"Very happy, content, calm",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,5,3,40,"Bedroom,Bathroom,Office,Living room,Dining room","Family members,By yourself","Spring,Summer",strawberries,"Very light, like a fiddle or a bluegrass sort of mountain music. "
147,The Persistence of Memory,8,"this painting makes me feel despair and a powerlessness, yet hopeful.",5 - Strongly agree,4 - Agree,1 - Strongly disagree,5 - Strongly agree,4,5,1500,"Office,Living room",By yourself,Fall,multigrain bread,"it would be ethereal and ambient. It would be slow in tempo, and a little unnerving."
147,The Starry Night,6,this painting makes me feel serene and interconnected to the world.,2 - Disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,5,200,"Bedroom,Dining room","Friends,Family members",Summer,chicken noodle soup,"the dynamics would be rather mild, with a thin texture, i.e., few instruments. Rather pleasant and consonant."
147,The Water Lily Pond,5,"this painting makes me feel hopeful, enlighted, but a little concerned",1 - Strongly disagree,4 - Agree,4 - Agree,2 - Disagree,1,2,1000,"Bathroom,Office","Strangers,By yourself",Spring,spaghetti and meatballs,"very upbeat, major key, happy and flowing melody"
148,The Persistence of Memory,5,It makes me feel calm and piece.  It seems as if time has stood still.  It is very far from real life,4 - Agree,2 - Disagree,5 - Strongly agree,4 - Agree,4,4,10000,Office,By yourself,Winter,soup,"It is a soft light music, very smoothing. It was interspersed with some crisp sounds"
148,The Starry Night,6,It make me feel miserable and depressed.,2 - Disagree,3 - Neutral/Unsure,2 - Disagree,4 - Agree,4,4,20000,Bathroom,Strangers,Winter,chocolate,The music should be more intense and deep.
148,The Water Lily Pond,3,"It makes me feel warm, relaxed and happy. ",2 - Disagree,4 - Agree,4 - Agree,1 - Strongly disagree,2,3,50000,Bedroom,"Friends,Family members",Spring,cupcake,A gentle lyrical song. It should be sang by a female singer.
149,The Persistence of Memory,6,"sad, nostalgic, stressed",4 - Agree,2 - Disagree,2 - Disagree,3 - Neutral/Unsure,4,3,30,"Office,Dining room","Friends,By yourself","Summer,Fall",bread,intense and long
149,The Starry Night,3,good,2 - Disagree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,4,2,40,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,bagel,"calm, soft, sad"
149,The Water Lily Pond,4,"happy, whimsy, nice",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,1,1,30,"Bedroom,Office,Living room","Friends,By yourself","Spring,Summer",cake,"happy, calm, nature"
150,The Persistence of Memory,8,"The painting looks to be of a bleak, very hot land where everything sort of melts. It makes me feel sort of uneasy about trying to enter in this weird land.",2 - Disagree,2 - Disagree,2 - Disagree,4 - Agree,4,5,10000,Living room,"Friends,Strangers,By yourself",Summer,Grilled cheese,"Slow, mellow soundtrack, gives like Dune movie soundtrack vibes"
150,The Starry Night,6,"Makes me feel calm, mysterious, there is a sort of mystique about the town that is painted there.",3 - Neutral/Unsure,4 - Agree,4 - Agree,2 - Disagree,4,3,30000,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,Ice cream,"Cool, calm, techno, maybe house music. Maybe some violins in the background."
150,The Water Lily Pond,5,"Makes me feel happy, it looks like a nice memory. I can feel the breeze.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,2,20000,"Bathroom,Office,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,Smoothie,"Bright, upbeat, pop song, summer vibes."
151,The Persistence of Memory,8,"This painting makes me feel sad and kind of ""droopy"", and also gives me a sense of loneliness and despair.",4 - Agree,2 - Disagree,2 - Disagree,4 - Agree,4,4,$35,Dining room,Coworkers/Classmates,Winter,An orange,"It's a quiet piano melody, slow and played in a minor key. It is composed of mainly lower notes and doesn't have much progression."
151,The Starry Night,9,I feel hopeful and calm. I also feel peaceful.,1 - Strongly disagree,4 - Agree,5 - Strongly agree,2 - Disagree,3,3,50,"Bedroom,Office,Living room","Friends,Family members","Spring,Summer",Soup,"The soundtrack is melodic and very pleasing to listen to. It is a quiet soundtrack, mainly piano, and has many parts that go up and down."
151,The Water Lily Pond,8,I feel peaceful and content. I feel like singing a song and enjoying beautiful weather.,1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,2,1,50,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members",Spring,Tea,"This soundtrack is a string orchestral piece, and features a lot of scales and harmonics. It also has long notes that are dragged out, and plays lots of higher notes."
152,The Persistence of Memory,2,"Confused, who would make floppy clocks. This would completely destroy its purpose.",1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,5 - Strongly agree,4,4,5,Bathroom,By yourself,Summer,Cereal,Eldritch Horror
152,The Starry Night,1,Dizzy,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,3,1,1,Bathroom,By yourself,Fall,A bug,Choir
152,The Water Lily Pond,1,Queasy,1 - Strongly disagree,1 - Strongly disagree,4 - Agree,1 - Strongly disagree,3,1,1,Bathroom,By yourself,"Spring,Summer",Paint and Paper,Peppa pig theme song
153,The Persistence of Memory,4,I feel like I am traveling during my summer vacation. ,3 - Neutral/Unsure,4 - Agree,5 - Strongly agree,1 - Strongly disagree,4,6,20,Bathroom,By yourself,Fall,Ice-cream,"A peaceful, relaxing piano piece."
153,The Starry Night,5,I feel relax,2 - Disagree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,3,3,100,Office,By yourself,Winter,blueberry,Neo-classical
153,The Water Lily Pond,6,I feel very bright and uplifting.,1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,2,3,100,Living room,Friends,Spring,cucumber,Debussy
154,The Persistence of Memory,8,unorganized,4 - Agree,3 - Neutral/Unsure,2 - Disagree,4 - Agree,3,7,5,Bathroom,By yourself,Fall,any spoiled food,slow and gloomy
154,The Starry Night,9,impressed,3 - Neutral/Unsure,4 - Agree,4 - Agree,2 - Disagree,2,2,100,Bedroom,"Friends,Family members,By yourself",Summer,peppermint ice cream,calm
154,The Water Lily Pond,9,"calm, full of life",1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,1,2,200,Living room,"Friends,Family members,By yourself",Summer,vegetable salad,"full of life, joyful"
