unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
148.0,The Water Lily Pond,-1.5752666898008465,"It makes me feel warm, relaxed and happy. ",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-0.29225058414625227,-0.07870266675908862,Bedroom,"Friends,Family members",Spring,cupcake,A gentle lyrical song. It should be sang by a female singer.,0,1,0,0,0,0,0,1,1,0,0,1,0,0
149.0,The Persistence of Memory,-0.15796957432866957,"sad, nostalgic, stressed",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,0.41467981886666927,0.06911625515928428,-0.29225058414625227,-0.07962801976213216,"Office,Dining room","Friends,By yourself","Summer,Fall",bread,intense and long,0,0,1,0,1,1,0,0,1,0,1,0,1,0
149.0,The Starry Night,-1.5752666898008465,good,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,0.06911625515928428,-0.6659297661653153,-0.07962783458042252,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,bagel,"calm, soft, sad",0,1,1,1,0,1,1,1,1,1,0,0,0,1
149.0,The Water Lily Pond,-1.1028343179767874,"happy, whimsy, nice",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962801976213216,"Bedroom,Office,Living room","Friends,By yourself","Spring,Summer",cake,"happy, calm, nature",0,1,0,1,1,1,0,0,1,0,0,1,1,0
150.0,The Persistence of Memory,0.7868951693194484,"The painting looks to be of a bleak, very hot land where everything sort of melts. It makes me feel sort of uneasy about trying to enter in this weird land.",-0.5180793304285297,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.4551077798918739,-0.07944339359762657,Living room,"Friends,Strangers,By yourself",Summer,Grilled cheese,"Slow, mellow soundtrack, gives like Dune movie soundtrack vibes",0,0,0,1,0,1,0,0,1,1,0,0,1,0
150.0,The Starry Night,-0.15796957432866957,"Makes me feel calm, mysterious, there is a sort of mystique about the town that is painted there.",0.201654066502202,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.29225058414625227,-0.0790730301783576,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,Ice cream,"Cool, calm, techno, maybe house music. Maybe some violins in the background.",1,1,1,1,1,1,1,1,1,1,0,0,0,1
150.0,The Water Lily Pond,-0.6304019461527285,"Makes me feel happy, it looks like a nice memory. I can feel the breeze.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07925821188799208,"Bathroom,Office,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,Smoothie,"Bright, upbeat, pop song, summer vibes.",1,0,0,1,1,1,1,1,1,1,0,1,0,0
151.0,The Persistence of Memory,0.7868951693194484,"This painting makes me feel sad and kind of ""droopy"", and also gives me a sense of loneliness and despair.",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07962792717127734,Dining room,Coworkers/Classmates,Winter,An orange,"It's a quiet piano melody, slow and played in a minor key. It is composed of mainly lower notes and doesn't have much progression.",0,0,1,0,0,0,1,0,0,0,0,0,0,1
151.0,The Starry Night,1.2593275411435074,I feel hopeful and calm. I also feel peaceful.,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07962764939871289,"Bedroom,Office,Living room","Friends,Family members","Spring,Summer",Soup,"The soundtrack is melodic and very pleasing to listen to. It is a quiet soundtrack, mainly piano, and has many parts that go up and down.",0,1,0,1,1,0,0,1,1,0,0,1,1,0
151.0,The Water Lily Pond,0.7868951693194484,I feel peaceful and content. I feel like singing a song and enjoying beautiful weather.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962764939871289,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members",Spring,Tea,"This soundtrack is a string orchestral piece, and features a lot of scales and harmonics. It also has long notes that are dragged out, and plays lots of higher notes.",1,1,1,1,1,0,0,1,1,0,0,1,0,0
152.0,The Persistence of Memory,-2.0476990616249053,"Confused, who would make floppy clocks. This would completely destroy its purpose.",-1.2378127273592614,-1.861777052938405,-2.17455726966882,1.8094174552553168,0.06911625515928428,0.08142859787281082,-0.07962848271640624,Bathroom,By yourself,Summer,Cereal,Eldritch Horror,1,0,0,0,0,1,0,0,0,0,0,0,1,0
152.0,The Starry Night,-2.5201314334489644,Dizzy,-1.2378127273592614,-1.861777052938405,-2.17455726966882,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.0796285567890901,Bathroom,By yourself,Fall,A bug,Choir,1,0,0,0,0,1,0,0,0,0,1,0,0,0
152.0,The Water Lily Pond,-2.5201314334489644,Queasy,-1.2378127273592614,-1.861777052938405,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.0796285567890901,Bathroom,By yourself,"Spring,Summer",Paint and Paper,Peppa pig theme song,1,0,0,0,0,1,0,0,0,0,0,1,1,0
153.0,The Persistence of Memory,-1.1028343179767874,I feel like I am traveling during my summer vacation. ,0.201654066502202,0.4488007569043874,1.046475683858284,-0.9800578175219782,0.06911625515928428,0.8287869619109369,-0.07962820494384179,Bathroom,By yourself,Fall,Ice-cream,"A peaceful, relaxing piano piece.",1,0,0,0,0,1,0,0,0,0,1,0,0,0
153.0,The Starry Night,-0.6304019461527285,I feel relax,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962672349016471,Office,By yourself,Winter,blueberry,Neo-classical,0,0,0,0,1,1,0,0,0,0,0,0,0,1
153.0,The Water Lily Pond,-0.15796957432866957,I feel very bright and uplifting.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-0.29225058414625227,-0.07962672349016471,Living room,Friends,Spring,cucumber,Debussy,0,0,0,1,0,0,0,0,1,0,0,1,0,0
154.0,The Persistence of Memory,0.7868951693194484,unorganized,0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.112048637060993,-0.32726842186532884,1.20246614393,-0.07962848271640624,Bathroom,By yourself,Fall,any spoiled food,slow and gloomy,1,0,0,0,0,1,0,0,0,0,1,0,0,0
154.0,The Starry Night,1.2593275411435074,impressed,0.201654066502202,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,-0.6659297661653153,-0.07962672349016471,Bedroom,"Friends,Family members,By yourself",Summer,peppermint ice cream,calm,0,1,0,0,0,1,0,1,1,0,0,0,1,0
154.0,The Water Lily Pond,1.2593275411435074,"calm, full of life",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962487167306836,Living room,"Friends,Family members,By yourself",Summer,vegetable salad,"full of life, joyful",0,0,0,1,0,1,0,1,1,0,0,0,1,0
155.0,The Persistence of Memory,-0.15796957432866957,"This painting made me feel as if time had stood still, and my thoughts and consciousness seemed to have slowed down. The bizarre shapes in the painting made me even more lost in thought and reverie.",-0.5180793304285297,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,0.4655009321838974,0.4551077798918739,-0.07944339359762657,Office,"Coworkers/Classmates,Strangers",Summer,Yogurt,This painting should be paired with a smoothing and gentle melody. It should bring people a sense of peace and tranquility.,0,0,0,0,1,0,1,0,0,1,0,0,1,0
155.0,The Starry Night,1.2593275411435074,"This painting evokes a very calm yet somewhat melancholic feeling in me. The hazy night gives it a somber hue, but the bright, swirling night sky inspires endless imagination and dreams. Looking at this painting, I feel as if I'm trapped in a dream, utterly at peace.",0.201654066502202,-0.3213918463765434,1.046475683858284,-0.9800578175219782,0.06911625515928428,-0.29225058414625227,-0.07870266675908862,Bedroom,"Friends,Family members",Fall,Blueberry,"I want to pair this painting with a quiet, somber melody, accompanied by soft chanting. I want to create a tranquil and somber atmosphere, while also imbuing it with a sense of mystery.",0,1,0,0,0,0,0,1,1,0,1,0,0,0
155.0,The Water Lily Pond,0.7868951693194484,"This painting gives me a vibrant yet peaceful atmosphere. It exudes the feeling of spring, bringing a sense of tranquility and ease. Looking at this painting makes me feel relaxed and more positive.",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07925821188799208,Bathroom,Family members,Spring,Cake,"I want to create a calm yet vibrant melody to accompany this painting. The melody should incorporate the sounds of insects chirping and flowing water, creating a sense of tranquility and comfort.",1,0,0,0,0,0,0,1,0,0,0,1,0,0
156.0,The Persistence of Memory,0.5506789834074189,This painting makes me feel lethargic and as if things are slowing down. ,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,1.20246614393,-0.07916562103317483,Office,By yourself,Winter,A fudgy brownie,Low reverb with slowed-down beats. Calming and slow to the point where it makes you uncomfortable.,0,0,0,0,1,1,0,0,0,0,0,0,0,1
156.0,The Starry Night,-0.6304019461527285,It makes me feel like things are constantly moving and that they are always changing. Also that there is a lot in the universe that we don't understand but just observe.,0.9213874634329337,-0.3213918463765434,-0.5640407929052679,-0.28268899932765446,0.06911625515928428,0.08142859787281082,-0.07962301985597203,"Bedroom,Living room,Dining room","Friends,Family members","Spring,Summer",A big lollipop,Music with background of rain falling and leaves rustling. Something calming.,0,1,1,1,0,0,0,1,1,0,0,1,1,0
156.0,The Water Lily Pond,0.3144627974953894,I feel pleasant and overjoyed.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.06911625515928428,-0.29225058414625227,-0.07961931622177934,"Bedroom,Office,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",It would be tropical fruits of any kind. ,Music that would instill joy. Something involving quicker beats but not overpowering. Still an overall calming track.,0,1,0,1,1,1,1,1,1,1,0,1,1,0
157.0,The Persistence of Memory,0.3144627974953894,Anxious,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,1.20246614393,-0.07962764939871289,Office,By yourself,Winter,Lemon,"Slow, quiet, mysterious.",0,0,0,0,1,1,0,0,0,0,0,0,0,1
157.0,The Starry Night,-1.5752666898008465,Calming,-0.5180793304285297,0.4488007569043874,0.24121744547650806,0.41467981886666927,-0.32726842186532884,-0.29225058414625227,-0.07962672349016471,"Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",Apple pie.,"Lively, fantastical, mythical.",0,0,1,1,0,1,1,1,1,1,0,1,1,0
157.0,The Water Lily Pond,1.7317599129675663,"Calm, melancholic, relaxed.",0.201654066502202,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962487167306836,"Bedroom,Bathroom","Friends,Family members,By yourself","Spring,Summer",A fresh salad with light dressing. ,"Slow, minimal, graceful, soothing.",1,1,0,0,0,1,0,1,1,0,0,1,1,0
158.0,The Persistence of Memory,0.3144627974953894,"sad, like time is fading away and there is nothing you can do about it. ",0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07962301985597203,Office,"Friends,By yourself",Fall,hard boiled eggs,organ-esque sounds with sad notes,0,0,0,0,1,1,0,0,1,0,1,0,0,0
158.0,The Starry Night,0.3144627974953894,"hopefull, there are bigger things in the universe making your problems seem small",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.07961005713629761,Bedroom,"Friends,By yourself",Spring,linguine pasta with zucchini,chopin nocturne vibes,0,1,0,0,0,1,0,0,1,0,0,1,0,0
158.0,The Water Lily Pond,0.7868951693194484,happy and peaceful. how you feel when you take in scenery at the peak of a hike.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07962301985597203,"Living room,Dining room","Friends,Family members","Spring,Summer",a fresh salad with fruits and arugula,lush life,0,0,1,1,0,0,0,1,1,0,0,1,1,0
159.0,The Persistence of Memory,-0.15796957432866957,"The multiple droopy clocks makes me feel negative at the fact that ""time moves on"" irrespective of my current sense of happiness or optimism, or lack thereof.",0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.112048637060993,-0.32726842186532884,0.08142859787281082,-0.07962848271640624,Office,By yourself,Spring,Turkey sandwich,"slow, depressing, piano.",0,0,0,0,1,1,0,0,0,0,0,1,0,0
159.0,The Starry Night,0.3144627974953894,I like the painting but I almost want to say that it makes me feel overwhelmed. Possibly due to the numerous distinct lines.,-0.5180793304285297,-0.3213918463765434,-2.17455726966882,-0.28268899932765446,0.06911625515928428,3.0708620540253158,-0.07962672349016471,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,Blueberries,Strong winds blowing.,1,1,1,1,1,1,1,1,1,1,0,0,0,1
159.0,The Water Lily Pond,0.7868951693194484,"This paining makes me feel happy, and free.",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962783458042252,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Cucumber.,"Calm, peaceful, birds chirping. ",0,1,1,1,0,1,1,1,1,1,0,0,1,0
160.0,The Persistence of Memory,0.3144627974953894,Haunted and helpless,1.6411208603636653,-1.861777052938405,-1.3692990312870437,1.8094174552553168,0.06911625515928428,0.4551077798918739,-0.07962672349016471,Living room,"Friends,By yourself",Fall,Cheap cheese pizza,"Ambient, experimental, and terrifying, like The Caretaker's ""Everywhere at the End of Time""",0,0,0,1,0,1,0,0,1,0,1,0,0,0
160.0,The Starry Night,-0.15796957432866957,"Overwhelmed by vast beauty, but lonely",0.9213874634329337,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,-0.6659297661653153,-0.07962301985597203,"Bedroom,Bathroom,Office,Living room,Dining room","Strangers,By yourself",Winter,Meringue,"Peaceful piano intermingled with soaring strings, like C418's ""Alpha""",1,1,1,1,1,1,0,0,0,1,0,0,0,1
160.0,The Water Lily Pond,-1.5752666898008465,"Comforted and warm, but melancholy because I'll soon awaken and leave the dream behind",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-1.120037775914555,-0.29225058414625227,-0.07961931622177934,"Bedroom,Bathroom,Office,Living room","Family members,Strangers","Spring,Summer",Sweet garden carrots,"Light and pleasant, like Claude Debussy's ""Arabesque""",1,1,0,1,1,0,0,1,0,1,0,1,1,0
161.0,The Persistence of Memory,-1.1028343179767874,"This painting makes me feel sleepy, slow and also slightly depressed. It makes me feel like this is a pessimistic piece. It's also quite peaceful but also unsettling.",0.9213874634329337,0.4488007569043874,-0.5640407929052679,1.8094174552553168,0.4655009321838974,0.8287869619109369,-0.07962672349016471,"Bathroom,Office","Friends,Coworkers/Classmates,By yourself","Fall,Winter",Eggs,"Slow, dramatic, eerie, quiet",1,0,0,0,1,1,1,0,1,0,1,0,0,1
161.0,The Starry Night,0.3144627974953894,"Whimsical, bright, inspiring, nostalgic",1.6411208603636653,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962487167306836,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers",Winter,Beef Wellington,"Calm, sleepy, wispy, slow, instrumental",1,1,1,1,1,0,1,1,1,1,0,0,0,1
